GEOID,location,name,estimate,moe,label,concept,geography
29510114300,Census Tract 1143; St. Louis city; Missouri,B08301_002,2553,298,"Estimate!!Total:!!Car, truck, or van:",MEANS OF TRANSPORTATION TO WORK,block group
29510114300,Census Tract 1143; St. Louis city; Missouri,B08301_003,2391,292,"Estimate!!Total:!!Car, truck, or van:!!Drove alone",MEANS OF TRANSPORTATION TO WORK,block group
29510114300,Census Tract 1143; St. Louis city; Missouri,B08301_004,162,118,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:",MEANS OF TRANSPORTATION TO WORK,block group
29510114300,Census Tract 1143; St. Louis city; Missouri,B08301_005,114,98,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510114300,Census Tract 1143; St. Louis city; Missouri,B08301_006,0,17,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510114300,Census Tract 1143; St. Louis city; Missouri,B08301_007,26,43,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510114300,Census Tract 1143; St. Louis city; Missouri,B08301_008,22,34,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510114300,Census Tract 1143; St. Louis city; Missouri,B08301_009,0,17,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510114300,Census Tract 1143; St. Louis city; Missouri,B08301_010,12,19,Estimate!!Total:!!Public transportation (excluding taxicab):,MEANS OF TRANSPORTATION TO WORK,block group
29510114300,Census Tract 1143; St. Louis city; Missouri,B08301_011,0,17,Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus,MEANS OF TRANSPORTATION TO WORK,block group
29510114300,Census Tract 1143; St. Louis city; Missouri,B08301_012,0,17,Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail,MEANS OF TRANSPORTATION TO WORK,block group
29510114300,Census Tract 1143; St. Louis city; Missouri,B08301_013,12,19,Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail,MEANS OF TRANSPORTATION TO WORK,block group
29510114300,Census Tract 1143; St. Louis city; Missouri,B08301_014,0,17,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)",MEANS OF TRANSPORTATION TO WORK,block group
29510114300,Census Tract 1143; St. Louis city; Missouri,B08301_015,0,17,Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat,MEANS OF TRANSPORTATION TO WORK,block group
29510114300,Census Tract 1143; St. Louis city; Missouri,B08301_016,0,17,Estimate!!Total:!!Taxicab,MEANS OF TRANSPORTATION TO WORK,block group
29510114300,Census Tract 1143; St. Louis city; Missouri,B08301_017,0,17,Estimate!!Total:!!Motorcycle,MEANS OF TRANSPORTATION TO WORK,block group
29510114300,Census Tract 1143; St. Louis city; Missouri,B08301_018,0,17,Estimate!!Total:!!Bicycle,MEANS OF TRANSPORTATION TO WORK,block group
29510114300,Census Tract 1143; St. Louis city; Missouri,B08301_019,323,194,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK,block group
29510114300,Census Tract 1143; St. Louis city; Missouri,B08301_020,14,23,Estimate!!Total:!!Other means,MEANS OF TRANSPORTATION TO WORK,block group
29510114300,Census Tract 1143; St. Louis city; Missouri,B08301_021,666,340,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK,block group
29510115100,Census Tract 1151; St. Louis city; Missouri,B08301_001,1811,303,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK,block group
29510115100,Census Tract 1151; St. Louis city; Missouri,B08301_002,1474,317,"Estimate!!Total:!!Car, truck, or van:",MEANS OF TRANSPORTATION TO WORK,block group
29510115100,Census Tract 1151; St. Louis city; Missouri,B08301_003,1420,316,"Estimate!!Total:!!Car, truck, or van:!!Drove alone",MEANS OF TRANSPORTATION TO WORK,block group
29510115100,Census Tract 1151; St. Louis city; Missouri,B08301_004,54,48,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:",MEANS OF TRANSPORTATION TO WORK,block group
29510115100,Census Tract 1151; St. Louis city; Missouri,B08301_005,54,48,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115100,Census Tract 1151; St. Louis city; Missouri,B08301_006,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115100,Census Tract 1151; St. Louis city; Missouri,B08301_007,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115100,Census Tract 1151; St. Louis city; Missouri,B08301_008,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115100,Census Tract 1151; St. Louis city; Missouri,B08301_009,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115100,Census Tract 1151; St. Louis city; Missouri,B08301_010,41,53,Estimate!!Total:!!Public transportation (excluding taxicab):,MEANS OF TRANSPORTATION TO WORK,block group
29510115100,Census Tract 1151; St. Louis city; Missouri,B08301_011,41,53,Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus,MEANS OF TRANSPORTATION TO WORK,block group
29510115100,Census Tract 1151; St. Louis city; Missouri,B08301_012,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail,MEANS OF TRANSPORTATION TO WORK,block group
29510115100,Census Tract 1151; St. Louis city; Missouri,B08301_013,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail,MEANS OF TRANSPORTATION TO WORK,block group
29510115100,Census Tract 1151; St. Louis city; Missouri,B08301_014,0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)",MEANS OF TRANSPORTATION TO WORK,block group
29510115100,Census Tract 1151; St. Louis city; Missouri,B08301_015,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat,MEANS OF TRANSPORTATION TO WORK,block group
29510115100,Census Tract 1151; St. Louis city; Missouri,B08301_016,37,41,Estimate!!Total:!!Taxicab,MEANS OF TRANSPORTATION TO WORK,block group
29510115100,Census Tract 1151; St. Louis city; Missouri,B08301_017,0,12,Estimate!!Total:!!Motorcycle,MEANS OF TRANSPORTATION TO WORK,block group
29510115100,Census Tract 1151; St. Louis city; Missouri,B08301_018,0,12,Estimate!!Total:!!Bicycle,MEANS OF TRANSPORTATION TO WORK,block group
29510115100,Census Tract 1151; St. Louis city; Missouri,B08301_019,35,32,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK,block group
29510115100,Census Tract 1151; St. Louis city; Missouri,B08301_020,0,12,Estimate!!Total:!!Other means,MEANS OF TRANSPORTATION TO WORK,block group
29510115100,Census Tract 1151; St. Louis city; Missouri,B08301_021,224,102,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK,block group
29510115200,Census Tract 1152; St. Louis city; Missouri,B08301_001,1421,349,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK,block group
29510115200,Census Tract 1152; St. Louis city; Missouri,B08301_002,963,288,"Estimate!!Total:!!Car, truck, or van:",MEANS OF TRANSPORTATION TO WORK,block group
29510115200,Census Tract 1152; St. Louis city; Missouri,B08301_003,729,188,"Estimate!!Total:!!Car, truck, or van:!!Drove alone",MEANS OF TRANSPORTATION TO WORK,block group
29510115200,Census Tract 1152; St. Louis city; Missouri,B08301_004,234,184,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:",MEANS OF TRANSPORTATION TO WORK,block group
29510115200,Census Tract 1152; St. Louis city; Missouri,B08301_005,229,183,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115200,Census Tract 1152; St. Louis city; Missouri,B08301_006,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115200,Census Tract 1152; St. Louis city; Missouri,B08301_007,5,8,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115200,Census Tract 1152; St. Louis city; Missouri,B08301_008,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115200,Census Tract 1152; St. Louis city; Missouri,B08301_009,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115200,Census Tract 1152; St. Louis city; Missouri,B08301_010,147,147,Estimate!!Total:!!Public transportation (excluding taxicab):,MEANS OF TRANSPORTATION TO WORK,block group
29510115200,Census Tract 1152; St. Louis city; Missouri,B08301_011,147,147,Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus,MEANS OF TRANSPORTATION TO WORK,block group
29510115200,Census Tract 1152; St. Louis city; Missouri,B08301_012,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail,MEANS OF TRANSPORTATION TO WORK,block group
29510115200,Census Tract 1152; St. Louis city; Missouri,B08301_013,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail,MEANS OF TRANSPORTATION TO WORK,block group
29510115200,Census Tract 1152; St. Louis city; Missouri,B08301_014,0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)",MEANS OF TRANSPORTATION TO WORK,block group
29510115200,Census Tract 1152; St. Louis city; Missouri,B08301_015,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat,MEANS OF TRANSPORTATION TO WORK,block group
29510115200,Census Tract 1152; St. Louis city; Missouri,B08301_016,9,15,Estimate!!Total:!!Taxicab,MEANS OF TRANSPORTATION TO WORK,block group
29510115200,Census Tract 1152; St. Louis city; Missouri,B08301_017,29,37,Estimate!!Total:!!Motorcycle,MEANS OF TRANSPORTATION TO WORK,block group
29510115200,Census Tract 1152; St. Louis city; Missouri,B08301_018,15,20,Estimate!!Total:!!Bicycle,MEANS OF TRANSPORTATION TO WORK,block group
29510115200,Census Tract 1152; St. Louis city; Missouri,B08301_019,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK,block group
29510115200,Census Tract 1152; St. Louis city; Missouri,B08301_020,0,12,Estimate!!Total:!!Other means,MEANS OF TRANSPORTATION TO WORK,block group
29510115200,Census Tract 1152; St. Louis city; Missouri,B08301_021,258,160,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK,block group
29510115300,Census Tract 1153; St. Louis city; Missouri,B08301_001,2746,439,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK,block group
29510115300,Census Tract 1153; St. Louis city; Missouri,B08301_002,2188,350,"Estimate!!Total:!!Car, truck, or van:",MEANS OF TRANSPORTATION TO WORK,block group
29510115300,Census Tract 1153; St. Louis city; Missouri,B08301_003,1868,333,"Estimate!!Total:!!Car, truck, or van:!!Drove alone",MEANS OF TRANSPORTATION TO WORK,block group
29510115300,Census Tract 1153; St. Louis city; Missouri,B08301_004,320,182,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:",MEANS OF TRANSPORTATION TO WORK,block group
29510115300,Census Tract 1153; St. Louis city; Missouri,B08301_005,304,180,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115300,Census Tract 1153; St. Louis city; Missouri,B08301_006,16,24,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115300,Census Tract 1153; St. Louis city; Missouri,B08301_007,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115300,Census Tract 1153; St. Louis city; Missouri,B08301_008,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115300,Census Tract 1153; St. Louis city; Missouri,B08301_009,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115300,Census Tract 1153; St. Louis city; Missouri,B08301_010,61,57,Estimate!!Total:!!Public transportation (excluding taxicab):,MEANS OF TRANSPORTATION TO WORK,block group
29510115300,Census Tract 1153; St. Louis city; Missouri,B08301_011,61,57,Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus,MEANS OF TRANSPORTATION TO WORK,block group
29510115300,Census Tract 1153; St. Louis city; Missouri,B08301_012,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail,MEANS OF TRANSPORTATION TO WORK,block group
29510115300,Census Tract 1153; St. Louis city; Missouri,B08301_013,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail,MEANS OF TRANSPORTATION TO WORK,block group
29510115300,Census Tract 1153; St. Louis city; Missouri,B08301_014,0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)",MEANS OF TRANSPORTATION TO WORK,block group
29510115300,Census Tract 1153; St. Louis city; Missouri,B08301_015,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat,MEANS OF TRANSPORTATION TO WORK,block group
29510115300,Census Tract 1153; St. Louis city; Missouri,B08301_016,0,12,Estimate!!Total:!!Taxicab,MEANS OF TRANSPORTATION TO WORK,block group
29510115300,Census Tract 1153; St. Louis city; Missouri,B08301_017,0,12,Estimate!!Total:!!Motorcycle,MEANS OF TRANSPORTATION TO WORK,block group
29510115300,Census Tract 1153; St. Louis city; Missouri,B08301_018,9,13,Estimate!!Total:!!Bicycle,MEANS OF TRANSPORTATION TO WORK,block group
29510115300,Census Tract 1153; St. Louis city; Missouri,B08301_019,7,15,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK,block group
29510115300,Census Tract 1153; St. Louis city; Missouri,B08301_020,0,12,Estimate!!Total:!!Other means,MEANS OF TRANSPORTATION TO WORK,block group
29510115300,Census Tract 1153; St. Louis city; Missouri,B08301_021,481,312,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK,block group
29510115400,Census Tract 1154; St. Louis city; Missouri,B08301_001,1352,383,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK,block group
29510115400,Census Tract 1154; St. Louis city; Missouri,B08301_002,1053,343,"Estimate!!Total:!!Car, truck, or van:",MEANS OF TRANSPORTATION TO WORK,block group
29510115400,Census Tract 1154; St. Louis city; Missouri,B08301_003,999,350,"Estimate!!Total:!!Car, truck, or van:!!Drove alone",MEANS OF TRANSPORTATION TO WORK,block group
29510115400,Census Tract 1154; St. Louis city; Missouri,B08301_004,54,47,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:",MEANS OF TRANSPORTATION TO WORK,block group
29510115400,Census Tract 1154; St. Louis city; Missouri,B08301_005,29,37,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115400,Census Tract 1154; St. Louis city; Missouri,B08301_006,10,14,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115400,Census Tract 1154; St. Louis city; Missouri,B08301_007,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115400,Census Tract 1154; St. Louis city; Missouri,B08301_008,15,24,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115400,Census Tract 1154; St. Louis city; Missouri,B08301_009,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115400,Census Tract 1154; St. Louis city; Missouri,B08301_010,112,88,Estimate!!Total:!!Public transportation (excluding taxicab):,MEANS OF TRANSPORTATION TO WORK,block group
29510115400,Census Tract 1154; St. Louis city; Missouri,B08301_011,95,72,Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus,MEANS OF TRANSPORTATION TO WORK,block group
29510115400,Census Tract 1154; St. Louis city; Missouri,B08301_012,17,40,Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail,MEANS OF TRANSPORTATION TO WORK,block group
29510115400,Census Tract 1154; St. Louis city; Missouri,B08301_013,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail,MEANS OF TRANSPORTATION TO WORK,block group
29510115400,Census Tract 1154; St. Louis city; Missouri,B08301_014,0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)",MEANS OF TRANSPORTATION TO WORK,block group
29510115400,Census Tract 1154; St. Louis city; Missouri,B08301_015,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat,MEANS OF TRANSPORTATION TO WORK,block group
29510115400,Census Tract 1154; St. Louis city; Missouri,B08301_016,0,12,Estimate!!Total:!!Taxicab,MEANS OF TRANSPORTATION TO WORK,block group
29510115400,Census Tract 1154; St. Louis city; Missouri,B08301_017,0,12,Estimate!!Total:!!Motorcycle,MEANS OF TRANSPORTATION TO WORK,block group
29510115400,Census Tract 1154; St. Louis city; Missouri,B08301_018,35,52,Estimate!!Total:!!Bicycle,MEANS OF TRANSPORTATION TO WORK,block group
29510115400,Census Tract 1154; St. Louis city; Missouri,B08301_019,7,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK,block group
29510115400,Census Tract 1154; St. Louis city; Missouri,B08301_020,21,37,Estimate!!Total:!!Other means,MEANS OF TRANSPORTATION TO WORK,block group
29510115400,Census Tract 1154; St. Louis city; Missouri,B08301_021,124,103,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK,block group
29510115500,Census Tract 1155; St. Louis city; Missouri,B08301_001,2898,557,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK,block group
29510115500,Census Tract 1155; St. Louis city; Missouri,B08301_002,2153,431,"Estimate!!Total:!!Car, truck, or van:",MEANS OF TRANSPORTATION TO WORK,block group
29510115500,Census Tract 1155; St. Louis city; Missouri,B08301_003,1988,408,"Estimate!!Total:!!Car, truck, or van:!!Drove alone",MEANS OF TRANSPORTATION TO WORK,block group
29510115500,Census Tract 1155; St. Louis city; Missouri,B08301_004,165,154,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:",MEANS OF TRANSPORTATION TO WORK,block group
29510115500,Census Tract 1155; St. Louis city; Missouri,B08301_005,128,148,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115500,Census Tract 1155; St. Louis city; Missouri,B08301_006,37,50,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115500,Census Tract 1155; St. Louis city; Missouri,B08301_007,0,17,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115500,Census Tract 1155; St. Louis city; Missouri,B08301_008,0,17,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115500,Census Tract 1155; St. Louis city; Missouri,B08301_009,0,17,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115500,Census Tract 1155; St. Louis city; Missouri,B08301_010,259,203,Estimate!!Total:!!Public transportation (excluding taxicab):,MEANS OF TRANSPORTATION TO WORK,block group
29510115500,Census Tract 1155; St. Louis city; Missouri,B08301_011,259,203,Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus,MEANS OF TRANSPORTATION TO WORK,block group
29510115500,Census Tract 1155; St. Louis city; Missouri,B08301_012,0,17,Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail,MEANS OF TRANSPORTATION TO WORK,block group
29510115500,Census Tract 1155; St. Louis city; Missouri,B08301_013,0,17,Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail,MEANS OF TRANSPORTATION TO WORK,block group
29510115500,Census Tract 1155; St. Louis city; Missouri,B08301_014,0,17,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)",MEANS OF TRANSPORTATION TO WORK,block group
29510115500,Census Tract 1155; St. Louis city; Missouri,B08301_015,0,17,Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat,MEANS OF TRANSPORTATION TO WORK,block group
29510115500,Census Tract 1155; St. Louis city; Missouri,B08301_016,0,17,Estimate!!Total:!!Taxicab,MEANS OF TRANSPORTATION TO WORK,block group
29510115500,Census Tract 1155; St. Louis city; Missouri,B08301_017,0,17,Estimate!!Total:!!Motorcycle,MEANS OF TRANSPORTATION TO WORK,block group
29510115500,Census Tract 1155; St. Louis city; Missouri,B08301_018,0,17,Estimate!!Total:!!Bicycle,MEANS OF TRANSPORTATION TO WORK,block group
29510115500,Census Tract 1155; St. Louis city; Missouri,B08301_019,2,5,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK,block group
29510115500,Census Tract 1155; St. Louis city; Missouri,B08301_020,198,159,Estimate!!Total:!!Other means,MEANS OF TRANSPORTATION TO WORK,block group
29510115500,Census Tract 1155; St. Louis city; Missouri,B08301_021,286,220,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK,block group
29510115600,Census Tract 1156; St. Louis city; Missouri,B08301_001,1849,445,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK,block group
29510115600,Census Tract 1156; St. Louis city; Missouri,B08301_002,1471,433,"Estimate!!Total:!!Car, truck, or van:",MEANS OF TRANSPORTATION TO WORK,block group
29510115600,Census Tract 1156; St. Louis city; Missouri,B08301_003,1323,410,"Estimate!!Total:!!Car, truck, or van:!!Drove alone",MEANS OF TRANSPORTATION TO WORK,block group
29510115600,Census Tract 1156; St. Louis city; Missouri,B08301_004,148,115,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:",MEANS OF TRANSPORTATION TO WORK,block group
29510115600,Census Tract 1156; St. Louis city; Missouri,B08301_005,148,115,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115600,Census Tract 1156; St. Louis city; Missouri,B08301_006,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115600,Census Tract 1156; St. Louis city; Missouri,B08301_007,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115600,Census Tract 1156; St. Louis city; Missouri,B08301_008,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115600,Census Tract 1156; St. Louis city; Missouri,B08301_009,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115600,Census Tract 1156; St. Louis city; Missouri,B08301_010,130,94,Estimate!!Total:!!Public transportation (excluding taxicab):,MEANS OF TRANSPORTATION TO WORK,block group
29510115600,Census Tract 1156; St. Louis city; Missouri,B08301_011,130,94,Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus,MEANS OF TRANSPORTATION TO WORK,block group
29510115600,Census Tract 1156; St. Louis city; Missouri,B08301_012,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail,MEANS OF TRANSPORTATION TO WORK,block group
29510115600,Census Tract 1156; St. Louis city; Missouri,B08301_013,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail,MEANS OF TRANSPORTATION TO WORK,block group
29510115600,Census Tract 1156; St. Louis city; Missouri,B08301_014,0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)",MEANS OF TRANSPORTATION TO WORK,block group
29510115600,Census Tract 1156; St. Louis city; Missouri,B08301_015,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat,MEANS OF TRANSPORTATION TO WORK,block group
29510115600,Census Tract 1156; St. Louis city; Missouri,B08301_016,0,12,Estimate!!Total:!!Taxicab,MEANS OF TRANSPORTATION TO WORK,block group
29510115600,Census Tract 1156; St. Louis city; Missouri,B08301_017,0,12,Estimate!!Total:!!Motorcycle,MEANS OF TRANSPORTATION TO WORK,block group
29510115600,Census Tract 1156; St. Louis city; Missouri,B08301_018,29,44,Estimate!!Total:!!Bicycle,MEANS OF TRANSPORTATION TO WORK,block group
29510115600,Census Tract 1156; St. Louis city; Missouri,B08301_019,13,24,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK,block group
29510115600,Census Tract 1156; St. Louis city; Missouri,B08301_020,0,12,Estimate!!Total:!!Other means,MEANS OF TRANSPORTATION TO WORK,block group
29510115600,Census Tract 1156; St. Louis city; Missouri,B08301_021,206,170,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK,block group
29510115700,Census Tract 1157; St. Louis city; Missouri,B08301_001,1811,498,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK,block group
29510115700,Census Tract 1157; St. Louis city; Missouri,B08301_002,1473,445,"Estimate!!Total:!!Car, truck, or van:",MEANS OF TRANSPORTATION TO WORK,block group
29510115700,Census Tract 1157; St. Louis city; Missouri,B08301_003,1221,379,"Estimate!!Total:!!Car, truck, or van:!!Drove alone",MEANS OF TRANSPORTATION TO WORK,block group
29510115700,Census Tract 1157; St. Louis city; Missouri,B08301_004,252,126,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:",MEANS OF TRANSPORTATION TO WORK,block group
29510115700,Census Tract 1157; St. Louis city; Missouri,B08301_005,252,126,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115700,Census Tract 1157; St. Louis city; Missouri,B08301_006,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115700,Census Tract 1157; St. Louis city; Missouri,B08301_007,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115700,Census Tract 1157; St. Louis city; Missouri,B08301_008,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510115700,Census Tract 1157; St. Louis city; Missouri,B08301_009,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
