GEOID,location,name,estimate,moe,label,concept,geography
29510104200,Census Tract 1042; St. Louis city; Missouri,B08301_015,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat,MEANS OF TRANSPORTATION TO WORK,block group
29510104200,Census Tract 1042; St. Louis city; Missouri,B08301_016,0,12,Estimate!!Total:!!Taxicab,MEANS OF TRANSPORTATION TO WORK,block group
29510104200,Census Tract 1042; St. Louis city; Missouri,B08301_017,0,12,Estimate!!Total:!!Motorcycle,MEANS OF TRANSPORTATION TO WORK,block group
29510104200,Census Tract 1042; St. Louis city; Missouri,B08301_018,28,29,Estimate!!Total:!!Bicycle,MEANS OF TRANSPORTATION TO WORK,block group
29510104200,Census Tract 1042; St. Louis city; Missouri,B08301_019,16,19,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK,block group
29510104200,Census Tract 1042; St. Louis city; Missouri,B08301_020,0,12,Estimate!!Total:!!Other means,MEANS OF TRANSPORTATION TO WORK,block group
29510104200,Census Tract 1042; St. Louis city; Missouri,B08301_021,294,159,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK,block group
29510104500,Census Tract 1045; St. Louis city; Missouri,B08301_001,1554,277,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK,block group
29510104500,Census Tract 1045; St. Louis city; Missouri,B08301_002,1179,252,"Estimate!!Total:!!Car, truck, or van:",MEANS OF TRANSPORTATION TO WORK,block group
29510104500,Census Tract 1045; St. Louis city; Missouri,B08301_003,1148,248,"Estimate!!Total:!!Car, truck, or van:!!Drove alone",MEANS OF TRANSPORTATION TO WORK,block group
29510104500,Census Tract 1045; St. Louis city; Missouri,B08301_004,31,24,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:",MEANS OF TRANSPORTATION TO WORK,block group
29510104500,Census Tract 1045; St. Louis city; Missouri,B08301_005,24,22,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510104500,Census Tract 1045; St. Louis city; Missouri,B08301_006,7,11,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510104500,Census Tract 1045; St. Louis city; Missouri,B08301_007,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510104500,Census Tract 1045; St. Louis city; Missouri,B08301_008,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510104500,Census Tract 1045; St. Louis city; Missouri,B08301_009,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510104500,Census Tract 1045; St. Louis city; Missouri,B08301_010,7,11,Estimate!!Total:!!Public transportation (excluding taxicab):,MEANS OF TRANSPORTATION TO WORK,block group
29510104500,Census Tract 1045; St. Louis city; Missouri,B08301_011,7,11,Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus,MEANS OF TRANSPORTATION TO WORK,block group
29510104500,Census Tract 1045; St. Louis city; Missouri,B08301_012,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail,MEANS OF TRANSPORTATION TO WORK,block group
29510104500,Census Tract 1045; St. Louis city; Missouri,B08301_013,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail,MEANS OF TRANSPORTATION TO WORK,block group
29510104500,Census Tract 1045; St. Louis city; Missouri,B08301_014,0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)",MEANS OF TRANSPORTATION TO WORK,block group
29510104500,Census Tract 1045; St. Louis city; Missouri,B08301_015,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat,MEANS OF TRANSPORTATION TO WORK,block group
29510104500,Census Tract 1045; St. Louis city; Missouri,B08301_016,0,12,Estimate!!Total:!!Taxicab,MEANS OF TRANSPORTATION TO WORK,block group
29510104500,Census Tract 1045; St. Louis city; Missouri,B08301_017,0,12,Estimate!!Total:!!Motorcycle,MEANS OF TRANSPORTATION TO WORK,block group
29510104500,Census Tract 1045; St. Louis city; Missouri,B08301_018,22,21,Estimate!!Total:!!Bicycle,MEANS OF TRANSPORTATION TO WORK,block group
29510104500,Census Tract 1045; St. Louis city; Missouri,B08301_019,48,43,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK,block group
29510104500,Census Tract 1045; St. Louis city; Missouri,B08301_020,5,8,Estimate!!Total:!!Other means,MEANS OF TRANSPORTATION TO WORK,block group
29510104500,Census Tract 1045; St. Louis city; Missouri,B08301_021,293,121,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK,block group
29510105198,Census Tract 1051.98; St. Louis city; Missouri,B08301_001,1715,329,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK,block group
29510105198,Census Tract 1051.98; St. Louis city; Missouri,B08301_002,829,183,"Estimate!!Total:!!Car, truck, or van:",MEANS OF TRANSPORTATION TO WORK,block group
29510105198,Census Tract 1051.98; St. Louis city; Missouri,B08301_003,790,174,"Estimate!!Total:!!Car, truck, or van:!!Drove alone",MEANS OF TRANSPORTATION TO WORK,block group
29510105198,Census Tract 1051.98; St. Louis city; Missouri,B08301_004,39,41,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:",MEANS OF TRANSPORTATION TO WORK,block group
29510105198,Census Tract 1051.98; St. Louis city; Missouri,B08301_005,39,41,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105198,Census Tract 1051.98; St. Louis city; Missouri,B08301_006,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105198,Census Tract 1051.98; St. Louis city; Missouri,B08301_007,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105198,Census Tract 1051.98; St. Louis city; Missouri,B08301_008,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105198,Census Tract 1051.98; St. Louis city; Missouri,B08301_009,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105198,Census Tract 1051.98; St. Louis city; Missouri,B08301_010,61,42,Estimate!!Total:!!Public transportation (excluding taxicab):,MEANS OF TRANSPORTATION TO WORK,block group
29510105198,Census Tract 1051.98; St. Louis city; Missouri,B08301_011,15,19,Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus,MEANS OF TRANSPORTATION TO WORK,block group
29510105198,Census Tract 1051.98; St. Louis city; Missouri,B08301_012,20,25,Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail,MEANS OF TRANSPORTATION TO WORK,block group
29510105198,Census Tract 1051.98; St. Louis city; Missouri,B08301_013,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail,MEANS OF TRANSPORTATION TO WORK,block group
29510105198,Census Tract 1051.98; St. Louis city; Missouri,B08301_014,26,29,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)",MEANS OF TRANSPORTATION TO WORK,block group
29510105198,Census Tract 1051.98; St. Louis city; Missouri,B08301_015,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat,MEANS OF TRANSPORTATION TO WORK,block group
29510105198,Census Tract 1051.98; St. Louis city; Missouri,B08301_016,0,12,Estimate!!Total:!!Taxicab,MEANS OF TRANSPORTATION TO WORK,block group
29510105198,Census Tract 1051.98; St. Louis city; Missouri,B08301_017,0,12,Estimate!!Total:!!Motorcycle,MEANS OF TRANSPORTATION TO WORK,block group
29510105198,Census Tract 1051.98; St. Louis city; Missouri,B08301_018,37,35,Estimate!!Total:!!Bicycle,MEANS OF TRANSPORTATION TO WORK,block group
29510105198,Census Tract 1051.98; St. Louis city; Missouri,B08301_019,204,91,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK,block group
29510105198,Census Tract 1051.98; St. Louis city; Missouri,B08301_020,24,27,Estimate!!Total:!!Other means,MEANS OF TRANSPORTATION TO WORK,block group
29510105198,Census Tract 1051.98; St. Louis city; Missouri,B08301_021,560,289,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK,block group
29510105200,Census Tract 1052; St. Louis city; Missouri,B08301_001,1584,377,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK,block group
29510105200,Census Tract 1052; St. Louis city; Missouri,B08301_002,1163,266,"Estimate!!Total:!!Car, truck, or van:",MEANS OF TRANSPORTATION TO WORK,block group
29510105200,Census Tract 1052; St. Louis city; Missouri,B08301_003,1044,268,"Estimate!!Total:!!Car, truck, or van:!!Drove alone",MEANS OF TRANSPORTATION TO WORK,block group
29510105200,Census Tract 1052; St. Louis city; Missouri,B08301_004,119,59,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:",MEANS OF TRANSPORTATION TO WORK,block group
29510105200,Census Tract 1052; St. Louis city; Missouri,B08301_005,61,46,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105200,Census Tract 1052; St. Louis city; Missouri,B08301_006,22,30,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105200,Census Tract 1052; St. Louis city; Missouri,B08301_007,23,16,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105200,Census Tract 1052; St. Louis city; Missouri,B08301_008,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105200,Census Tract 1052; St. Louis city; Missouri,B08301_009,13,21,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105200,Census Tract 1052; St. Louis city; Missouri,B08301_010,89,62,Estimate!!Total:!!Public transportation (excluding taxicab):,MEANS OF TRANSPORTATION TO WORK,block group
29510105200,Census Tract 1052; St. Louis city; Missouri,B08301_011,5,7,Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus,MEANS OF TRANSPORTATION TO WORK,block group
29510105200,Census Tract 1052; St. Louis city; Missouri,B08301_012,63,52,Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail,MEANS OF TRANSPORTATION TO WORK,block group
29510105200,Census Tract 1052; St. Louis city; Missouri,B08301_013,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail,MEANS OF TRANSPORTATION TO WORK,block group
29510105200,Census Tract 1052; St. Louis city; Missouri,B08301_014,21,33,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)",MEANS OF TRANSPORTATION TO WORK,block group
29510105200,Census Tract 1052; St. Louis city; Missouri,B08301_015,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat,MEANS OF TRANSPORTATION TO WORK,block group
29510105200,Census Tract 1052; St. Louis city; Missouri,B08301_016,0,12,Estimate!!Total:!!Taxicab,MEANS OF TRANSPORTATION TO WORK,block group
29510105200,Census Tract 1052; St. Louis city; Missouri,B08301_017,0,12,Estimate!!Total:!!Motorcycle,MEANS OF TRANSPORTATION TO WORK,block group
29510105200,Census Tract 1052; St. Louis city; Missouri,B08301_018,27,35,Estimate!!Total:!!Bicycle,MEANS OF TRANSPORTATION TO WORK,block group
29510105200,Census Tract 1052; St. Louis city; Missouri,B08301_019,54,49,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK,block group
29510105200,Census Tract 1052; St. Louis city; Missouri,B08301_020,0,12,Estimate!!Total:!!Other means,MEANS OF TRANSPORTATION TO WORK,block group
29510105200,Census Tract 1052; St. Louis city; Missouri,B08301_021,251,229,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK,block group
29510105300,Census Tract 1053; St. Louis city; Missouri,B08301_001,822,252,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK,block group
29510105300,Census Tract 1053; St. Louis city; Missouri,B08301_002,585,189,"Estimate!!Total:!!Car, truck, or van:",MEANS OF TRANSPORTATION TO WORK,block group
29510105300,Census Tract 1053; St. Louis city; Missouri,B08301_003,569,188,"Estimate!!Total:!!Car, truck, or van:!!Drove alone",MEANS OF TRANSPORTATION TO WORK,block group
29510105300,Census Tract 1053; St. Louis city; Missouri,B08301_004,16,20,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:",MEANS OF TRANSPORTATION TO WORK,block group
29510105300,Census Tract 1053; St. Louis city; Missouri,B08301_005,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105300,Census Tract 1053; St. Louis city; Missouri,B08301_006,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105300,Census Tract 1053; St. Louis city; Missouri,B08301_007,16,20,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105300,Census Tract 1053; St. Louis city; Missouri,B08301_008,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105300,Census Tract 1053; St. Louis city; Missouri,B08301_009,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105300,Census Tract 1053; St. Louis city; Missouri,B08301_010,183,188,Estimate!!Total:!!Public transportation (excluding taxicab):,MEANS OF TRANSPORTATION TO WORK,block group
29510105300,Census Tract 1053; St. Louis city; Missouri,B08301_011,183,188,Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus,MEANS OF TRANSPORTATION TO WORK,block group
29510105300,Census Tract 1053; St. Louis city; Missouri,B08301_012,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail,MEANS OF TRANSPORTATION TO WORK,block group
29510105300,Census Tract 1053; St. Louis city; Missouri,B08301_013,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail,MEANS OF TRANSPORTATION TO WORK,block group
29510105300,Census Tract 1053; St. Louis city; Missouri,B08301_014,0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)",MEANS OF TRANSPORTATION TO WORK,block group
29510105300,Census Tract 1053; St. Louis city; Missouri,B08301_015,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat,MEANS OF TRANSPORTATION TO WORK,block group
29510105300,Census Tract 1053; St. Louis city; Missouri,B08301_016,0,12,Estimate!!Total:!!Taxicab,MEANS OF TRANSPORTATION TO WORK,block group
29510105300,Census Tract 1053; St. Louis city; Missouri,B08301_017,0,12,Estimate!!Total:!!Motorcycle,MEANS OF TRANSPORTATION TO WORK,block group
29510105300,Census Tract 1053; St. Louis city; Missouri,B08301_018,0,12,Estimate!!Total:!!Bicycle,MEANS OF TRANSPORTATION TO WORK,block group
29510105300,Census Tract 1053; St. Louis city; Missouri,B08301_019,27,25,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK,block group
29510105300,Census Tract 1053; St. Louis city; Missouri,B08301_020,7,10,Estimate!!Total:!!Other means,MEANS OF TRANSPORTATION TO WORK,block group
29510105300,Census Tract 1053; St. Louis city; Missouri,B08301_021,20,22,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK,block group
29510105400,Census Tract 1054; St. Louis city; Missouri,B08301_001,1206,388,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK,block group
29510105400,Census Tract 1054; St. Louis city; Missouri,B08301_002,1037,330,"Estimate!!Total:!!Car, truck, or van:",MEANS OF TRANSPORTATION TO WORK,block group
29510105400,Census Tract 1054; St. Louis city; Missouri,B08301_003,949,304,"Estimate!!Total:!!Car, truck, or van:!!Drove alone",MEANS OF TRANSPORTATION TO WORK,block group
29510105400,Census Tract 1054; St. Louis city; Missouri,B08301_004,88,128,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:",MEANS OF TRANSPORTATION TO WORK,block group
29510105400,Census Tract 1054; St. Louis city; Missouri,B08301_005,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105400,Census Tract 1054; St. Louis city; Missouri,B08301_006,88,128,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105400,Census Tract 1054; St. Louis city; Missouri,B08301_007,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105400,Census Tract 1054; St. Louis city; Missouri,B08301_008,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105400,Census Tract 1054; St. Louis city; Missouri,B08301_009,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105400,Census Tract 1054; St. Louis city; Missouri,B08301_010,31,50,Estimate!!Total:!!Public transportation (excluding taxicab):,MEANS OF TRANSPORTATION TO WORK,block group
29510105400,Census Tract 1054; St. Louis city; Missouri,B08301_011,31,50,Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus,MEANS OF TRANSPORTATION TO WORK,block group
29510105400,Census Tract 1054; St. Louis city; Missouri,B08301_012,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail,MEANS OF TRANSPORTATION TO WORK,block group
29510105400,Census Tract 1054; St. Louis city; Missouri,B08301_013,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail,MEANS OF TRANSPORTATION TO WORK,block group
29510105400,Census Tract 1054; St. Louis city; Missouri,B08301_014,0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)",MEANS OF TRANSPORTATION TO WORK,block group
29510105400,Census Tract 1054; St. Louis city; Missouri,B08301_015,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat,MEANS OF TRANSPORTATION TO WORK,block group
29510105400,Census Tract 1054; St. Louis city; Missouri,B08301_016,39,63,Estimate!!Total:!!Taxicab,MEANS OF TRANSPORTATION TO WORK,block group
29510105400,Census Tract 1054; St. Louis city; Missouri,B08301_017,0,12,Estimate!!Total:!!Motorcycle,MEANS OF TRANSPORTATION TO WORK,block group
29510105400,Census Tract 1054; St. Louis city; Missouri,B08301_018,0,12,Estimate!!Total:!!Bicycle,MEANS OF TRANSPORTATION TO WORK,block group
29510105400,Census Tract 1054; St. Louis city; Missouri,B08301_019,9,14,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK,block group
29510105400,Census Tract 1054; St. Louis city; Missouri,B08301_020,0,12,Estimate!!Total:!!Other means,MEANS OF TRANSPORTATION TO WORK,block group
29510105400,Census Tract 1054; St. Louis city; Missouri,B08301_021,90,123,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK,block group
29510105500,Census Tract 1055; St. Louis city; Missouri,B08301_001,1226,287,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK,block group
29510105500,Census Tract 1055; St. Louis city; Missouri,B08301_002,847,186,"Estimate!!Total:!!Car, truck, or van:",MEANS OF TRANSPORTATION TO WORK,block group
29510105500,Census Tract 1055; St. Louis city; Missouri,B08301_003,787,198,"Estimate!!Total:!!Car, truck, or van:!!Drove alone",MEANS OF TRANSPORTATION TO WORK,block group
29510105500,Census Tract 1055; St. Louis city; Missouri,B08301_004,60,78,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:",MEANS OF TRANSPORTATION TO WORK,block group
29510105500,Census Tract 1055; St. Louis city; Missouri,B08301_005,60,78,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105500,Census Tract 1055; St. Louis city; Missouri,B08301_006,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105500,Census Tract 1055; St. Louis city; Missouri,B08301_007,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105500,Census Tract 1055; St. Louis city; Missouri,B08301_008,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105500,Census Tract 1055; St. Louis city; Missouri,B08301_009,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510105500,Census Tract 1055; St. Louis city; Missouri,B08301_010,147,106,Estimate!!Total:!!Public transportation (excluding taxicab):,MEANS OF TRANSPORTATION TO WORK,block group
29510105500,Census Tract 1055; St. Louis city; Missouri,B08301_011,147,106,Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus,MEANS OF TRANSPORTATION TO WORK,block group
29510105500,Census Tract 1055; St. Louis city; Missouri,B08301_012,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail,MEANS OF TRANSPORTATION TO WORK,block group
29510105500,Census Tract 1055; St. Louis city; Missouri,B08301_013,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail,MEANS OF TRANSPORTATION TO WORK,block group
29510105500,Census Tract 1055; St. Louis city; Missouri,B08301_014,0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)",MEANS OF TRANSPORTATION TO WORK,block group
29510105500,Census Tract 1055; St. Louis city; Missouri,B08301_015,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat,MEANS OF TRANSPORTATION TO WORK,block group
29510105500,Census Tract 1055; St. Louis city; Missouri,B08301_016,0,12,Estimate!!Total:!!Taxicab,MEANS OF TRANSPORTATION TO WORK,block group
29510105500,Census Tract 1055; St. Louis city; Missouri,B08301_017,0,12,Estimate!!Total:!!Motorcycle,MEANS OF TRANSPORTATION TO WORK,block group
29510105500,Census Tract 1055; St. Louis city; Missouri,B08301_018,0,12,Estimate!!Total:!!Bicycle,MEANS OF TRANSPORTATION TO WORK,block group
29510105500,Census Tract 1055; St. Louis city; Missouri,B08301_019,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK,block group
29510105500,Census Tract 1055; St. Louis city; Missouri,B08301_020,10,17,Estimate!!Total:!!Other means,MEANS OF TRANSPORTATION TO WORK,block group
29510105500,Census Tract 1055; St. Louis city; Missouri,B08301_021,222,190,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK,block group
29510106100,Census Tract 1061; St. Louis city; Missouri,B08301_001,543,134,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK,block group
29510106100,Census Tract 1061; St. Louis city; Missouri,B08301_002,427,122,"Estimate!!Total:!!Car, truck, or van:",MEANS OF TRANSPORTATION TO WORK,block group
29510106100,Census Tract 1061; St. Louis city; Missouri,B08301_003,387,117,"Estimate!!Total:!!Car, truck, or van:!!Drove alone",MEANS OF TRANSPORTATION TO WORK,block group
29510106100,Census Tract 1061; St. Louis city; Missouri,B08301_004,40,37,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:",MEANS OF TRANSPORTATION TO WORK,block group
29510106100,Census Tract 1061; St. Louis city; Missouri,B08301_005,26,28,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510106100,Census Tract 1061; St. Louis city; Missouri,B08301_006,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510106100,Census Tract 1061; St. Louis city; Missouri,B08301_007,14,21,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510106100,Census Tract 1061; St. Louis city; Missouri,B08301_008,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510106100,Census Tract 1061; St. Louis city; Missouri,B08301_009,0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool",MEANS OF TRANSPORTATION TO WORK,block group
29510106100,Census Tract 1061; St. Louis city; Missouri,B08301_010,29,20,Estimate!!Total:!!Public transportation (excluding taxicab):,MEANS OF TRANSPORTATION TO WORK,block group
29510106100,Census Tract 1061; St. Louis city; Missouri,B08301_011,29,20,Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus,MEANS OF TRANSPORTATION TO WORK,block group
29510106100,Census Tract 1061; St. Louis city; Missouri,B08301_012,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail,MEANS OF TRANSPORTATION TO WORK,block group
29510106100,Census Tract 1061; St. Louis city; Missouri,B08301_013,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail,MEANS OF TRANSPORTATION TO WORK,block group
29510106100,Census Tract 1061; St. Louis city; Missouri,B08301_014,0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)",MEANS OF TRANSPORTATION TO WORK,block group
29510106100,Census Tract 1061; St. Louis city; Missouri,B08301_015,0,12,Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat,MEANS OF TRANSPORTATION TO WORK,block group
29510106100,Census Tract 1061; St. Louis city; Missouri,B08301_016,0,12,Estimate!!Total:!!Taxicab,MEANS OF TRANSPORTATION TO WORK,block group
29510106100,Census Tract 1061; St. Louis city; Missouri,B08301_017,0,12,Estimate!!Total:!!Motorcycle,MEANS OF TRANSPORTATION TO WORK,block group
29510106100,Census Tract 1061; St. Louis city; Missouri,B08301_018,0,12,Estimate!!Total:!!Bicycle,MEANS OF TRANSPORTATION TO WORK,block group
29510106100,Census Tract 1061; St. Louis city; Missouri,B08301_019,15,23,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK,block group
29510106100,Census Tract 1061; St. Louis city; Missouri,B08301_020,57,49,Estimate!!Total:!!Other means,MEANS OF TRANSPORTATION TO WORK,block group
29510106100,Census Tract 1061; St. Louis city; Missouri,B08301_021,15,26,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK,block group
29510106200,Census Tract 1062; St. Louis city; Missouri,B08301_001,379,178,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK,block group
29510106200,Census Tract 1062; St. Louis city; Missouri,B08301_002,235,138,"Estimate!!Total:!!Car, truck, or van:",MEANS OF TRANSPORTATION TO WORK,block group
