1232,1246,1255,1045,1061,1055,1052,1053,1042,1036,1051.98,1065,1066,1063,1072,1067,1074,1075,1076,1111,1112,1113,1122,1154,1155,1156,1192,1193,1202,1142,1143,1151,1104,1105,1101,1102,1123,1161,1162,1164,1073,1186,1135,1171,1157,1212,1152,1082,1083,1124,1172,1097,1062,1096,1181,1174,1267,1277,1278,1031,1034,1025,1081,1023,1024,1018,1021,1022,1011,1012,1013,1014,1165,1037,1038,1191.02,1269,1274,1231,1266,1141.02,1163.02,1271,1275,1276,1256,1233,1241,1242
"['1274', '1231', '1276', '1233']","['1157', '1276', '1233', '1241', '1243']","['1274', '1275', '1256', '1257']","['1042', '1036', '1186', '1135', '1181', '1121', '1268']","['1055', '1054', '1065', '1066', '1063', '1062']","['1053', '1054', '1066', '1122']","['1053', '1051.98', '1122', '1121']","['1054', '1051.98', '1122', '1121']","['1051.98', '1121', '1268']","['1135', '1034', '1037', '1268', '1272']",['1121'],"['1066', '1063', '1067', '1064']","['1067', '1112', '1122', '1123']","['1062', '1269', '1064']","['1074', '1073', '1081', '1269']","['1112', '1101', '1269', '1064']","['1075', '1081', '1269']","['1076', '1081', '1269', '1270']","['1096', '1269', '1270']","['1112', '1192', '1193', '1123', '1212', '1277']","['1113', '1101', '1123', '1277']","['1101', '1277', '1103']","['1123', '1124', '1121']","['1155', '1151', '1152', '1153', '1025', '1024', '1013', '1014']","['1156', '1157', '1153', '1013', '1014']","['1157', '1018', '1014']","['1193', '1123', '1124', '1191.02']","['1186', '1212', '1278', '1191.02', '1191.01']","['1104', '1105', '1097', '1267', '1266', '1271']","['1162', '1152', '1034', '1037', '1038', '1141.02', '1141.01', '1272']","['1151', '1024', '1022', '1141.02', '1141.01']","['1152', '1024', '1022', '1141.01']","['1105', '1277', '1103', '1271']","['1102', '1097', '1096', '1103']","['1102', '1096', '1103', '1269']","['1097', '1096', '1103']","['1124', '1121']","['1162', '1157', '1152', '1153', '1163.02', '1163.01']","['1171', '1152', '1172', '1174', '1165', '1163.01', '1272']","['1157', '1165', '1163.02', '1163.01', '1241', '1242']","['1081', '1269']","['1124', '1181', '1278', '1121', '1191.01', '1273']","['1171', '1181', '1272']","['1172', '1181', '1272']","['1153', '1163.02', '1241']","['1277', '1278', '1271', '1275']","['1153', '1141.01']","['1083', '1081', '1270']",['1270'],"['1121', '1191.02', '1191.01']","['1181', '1174', '1273']","['1096', '1267']",['1269'],"['1269', '1270']",['1273'],"['1165', '1231', '1273', '1242']",['1266'],"['1103', '1271']","['1274', '1273', '1275']","['1022', '1038', '1141.02']","['1037', '1038', '1268']","['1023', '1024', '1021', '1022', '1012', '1013']",['1270'],"['1021', '1011', '1012']","['1022', '1013']","['1014', '1015']",['1022'],['1141.02'],"['1012', '1013', '1015']",['1013'],"['1014', '1015']",['1015'],"['1163.01', '1242']","['1038', '1272']","['1268', '1141.02']",['1191.01'],['1064'],"['1231', '1273', '1275', '1276', '1256']","['1273', '1233', '1242', '1243']","['1271', '1275', '1257']",['1141.01'],['1163.01'],['1275'],['1257'],['1233'],['1257'],"['1242', '1243']","['1242', '1243']",['1243']
