"","GEOID","location","name","estimate","moe","label","concept","geography"
"4502","295101164001","Block Group 1; Census Tract 1164; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4503","295101164001","Block Group 1; Census Tract 1164; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4504","295101164001","Block Group 1; Census Tract 1164; St. Louis city; Missouri","B08301_010",22,34,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"4505","295101164001","Block Group 1; Census Tract 1164; St. Louis city; Missouri","B08301_011",22,34,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"4506","295101164001","Block Group 1; Census Tract 1164; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"4507","295101164001","Block Group 1; Census Tract 1164; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"4508","295101164001","Block Group 1; Census Tract 1164; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"4509","295101164001","Block Group 1; Census Tract 1164; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"4510","295101164001","Block Group 1; Census Tract 1164; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"4511","295101164001","Block Group 1; Census Tract 1164; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"4512","295101164001","Block Group 1; Census Tract 1164; St. Louis city; Missouri","B08301_018",0,12,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"4513","295101164001","Block Group 1; Census Tract 1164; St. Louis city; Missouri","B08301_019",100,80,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"4514","295101164001","Block Group 1; Census Tract 1164; St. Louis city; Missouri","B08301_020",0,12,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"4515","295101164001","Block Group 1; Census Tract 1164; St. Louis city; Missouri","B08301_021",15,18,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"4516","295101164002","Block Group 2; Census Tract 1164; St. Louis city; Missouri","B08301_001",266,146,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"4517","295101164002","Block Group 2; Census Tract 1164; St. Louis city; Missouri","B08301_002",215,114,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"4518","295101164002","Block Group 2; Census Tract 1164; St. Louis city; Missouri","B08301_003",185,99,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"4519","295101164002","Block Group 2; Census Tract 1164; St. Louis city; Missouri","B08301_004",30,31,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"4520","295101164002","Block Group 2; Census Tract 1164; St. Louis city; Missouri","B08301_005",12,19,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4521","295101164002","Block Group 2; Census Tract 1164; St. Louis city; Missouri","B08301_006",18,25,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4522","295101164002","Block Group 2; Census Tract 1164; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4523","295101164002","Block Group 2; Census Tract 1164; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4524","295101164002","Block Group 2; Census Tract 1164; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4525","295101164002","Block Group 2; Census Tract 1164; St. Louis city; Missouri","B08301_010",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"4526","295101164002","Block Group 2; Census Tract 1164; St. Louis city; Missouri","B08301_011",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"4527","295101164002","Block Group 2; Census Tract 1164; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"4528","295101164002","Block Group 2; Census Tract 1164; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"4529","295101164002","Block Group 2; Census Tract 1164; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"4530","295101164002","Block Group 2; Census Tract 1164; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"4531","295101164002","Block Group 2; Census Tract 1164; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"4532","295101164002","Block Group 2; Census Tract 1164; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"4533","295101164002","Block Group 2; Census Tract 1164; St. Louis city; Missouri","B08301_018",0,12,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"4534","295101164002","Block Group 2; Census Tract 1164; St. Louis city; Missouri","B08301_019",51,67,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"4535","295101164002","Block Group 2; Census Tract 1164; St. Louis city; Missouri","B08301_020",0,12,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"4536","295101164002","Block Group 2; Census Tract 1164; St. Louis city; Missouri","B08301_021",0,12,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"4537","295101164003","Block Group 3; Census Tract 1164; St. Louis city; Missouri","B08301_001",417,297,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"4538","295101164003","Block Group 3; Census Tract 1164; St. Louis city; Missouri","B08301_002",391,293,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"4539","295101164003","Block Group 3; Census Tract 1164; St. Louis city; Missouri","B08301_003",391,293,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"4540","295101164003","Block Group 3; Census Tract 1164; St. Louis city; Missouri","B08301_004",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"4541","295101164003","Block Group 3; Census Tract 1164; St. Louis city; Missouri","B08301_005",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4542","295101164003","Block Group 3; Census Tract 1164; St. Louis city; Missouri","B08301_006",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4543","295101164003","Block Group 3; Census Tract 1164; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4544","295101164003","Block Group 3; Census Tract 1164; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4545","295101164003","Block Group 3; Census Tract 1164; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4546","295101164003","Block Group 3; Census Tract 1164; St. Louis city; Missouri","B08301_010",26,42,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"4547","295101164003","Block Group 3; Census Tract 1164; St. Louis city; Missouri","B08301_011",26,42,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"4548","295101164003","Block Group 3; Census Tract 1164; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"4549","295101164003","Block Group 3; Census Tract 1164; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"4550","295101164003","Block Group 3; Census Tract 1164; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"4551","295101164003","Block Group 3; Census Tract 1164; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"4552","295101164003","Block Group 3; Census Tract 1164; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"4553","295101164003","Block Group 3; Census Tract 1164; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"4554","295101164003","Block Group 3; Census Tract 1164; St. Louis city; Missouri","B08301_018",0,12,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"4555","295101164003","Block Group 3; Census Tract 1164; St. Louis city; Missouri","B08301_019",0,12,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"4556","295101164003","Block Group 3; Census Tract 1164; St. Louis city; Missouri","B08301_020",0,12,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"4557","295101164003","Block Group 3; Census Tract 1164; St. Louis city; Missouri","B08301_021",0,12,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"4558","295101164004","Block Group 4; Census Tract 1164; St. Louis city; Missouri","B08301_001",191,113,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"4559","295101164004","Block Group 4; Census Tract 1164; St. Louis city; Missouri","B08301_002",162,117,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"4560","295101164004","Block Group 4; Census Tract 1164; St. Louis city; Missouri","B08301_003",162,117,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"4561","295101164004","Block Group 4; Census Tract 1164; St. Louis city; Missouri","B08301_004",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"4562","295101164004","Block Group 4; Census Tract 1164; St. Louis city; Missouri","B08301_005",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4563","295101164004","Block Group 4; Census Tract 1164; St. Louis city; Missouri","B08301_006",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4564","295101164004","Block Group 4; Census Tract 1164; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4565","295101164004","Block Group 4; Census Tract 1164; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4566","295101164004","Block Group 4; Census Tract 1164; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4567","295101164004","Block Group 4; Census Tract 1164; St. Louis city; Missouri","B08301_010",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"4568","295101164004","Block Group 4; Census Tract 1164; St. Louis city; Missouri","B08301_011",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"4569","295101164004","Block Group 4; Census Tract 1164; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"4570","295101164004","Block Group 4; Census Tract 1164; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"4571","295101164004","Block Group 4; Census Tract 1164; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"4572","295101164004","Block Group 4; Census Tract 1164; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"4573","295101164004","Block Group 4; Census Tract 1164; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"4574","295101164004","Block Group 4; Census Tract 1164; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"4575","295101164004","Block Group 4; Census Tract 1164; St. Louis city; Missouri","B08301_018",0,12,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"4576","295101164004","Block Group 4; Census Tract 1164; St. Louis city; Missouri","B08301_019",7,11,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"4577","295101164004","Block Group 4; Census Tract 1164; St. Louis city; Missouri","B08301_020",0,12,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"4578","295101164004","Block Group 4; Census Tract 1164; St. Louis city; Missouri","B08301_021",22,37,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"4579","295101164005","Block Group 5; Census Tract 1164; St. Louis city; Missouri","B08301_001",263,124,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"4580","295101164005","Block Group 5; Census Tract 1164; St. Louis city; Missouri","B08301_002",112,72,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"4581","295101164005","Block Group 5; Census Tract 1164; St. Louis city; Missouri","B08301_003",112,72,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"4582","295101164005","Block Group 5; Census Tract 1164; St. Louis city; Missouri","B08301_004",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"4583","295101164005","Block Group 5; Census Tract 1164; St. Louis city; Missouri","B08301_005",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4584","295101164005","Block Group 5; Census Tract 1164; St. Louis city; Missouri","B08301_006",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4585","295101164005","Block Group 5; Census Tract 1164; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4586","295101164005","Block Group 5; Census Tract 1164; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4587","295101164005","Block Group 5; Census Tract 1164; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4588","295101164005","Block Group 5; Census Tract 1164; St. Louis city; Missouri","B08301_010",121,95,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"4589","295101164005","Block Group 5; Census Tract 1164; St. Louis city; Missouri","B08301_011",121,95,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"4590","295101164005","Block Group 5; Census Tract 1164; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"4591","295101164005","Block Group 5; Census Tract 1164; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"4592","295101164005","Block Group 5; Census Tract 1164; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"4593","295101164005","Block Group 5; Census Tract 1164; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"4594","295101164005","Block Group 5; Census Tract 1164; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"4595","295101164005","Block Group 5; Census Tract 1164; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"4596","295101164005","Block Group 5; Census Tract 1164; St. Louis city; Missouri","B08301_018",0,12,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"4597","295101164005","Block Group 5; Census Tract 1164; St. Louis city; Missouri","B08301_019",0,12,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"4598","295101164005","Block Group 5; Census Tract 1164; St. Louis city; Missouri","B08301_020",30,48,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"4599","295101164005","Block Group 5; Census Tract 1164; St. Louis city; Missouri","B08301_021",0,12,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"4600","295101164006","Block Group 6; Census Tract 1164; St. Louis city; Missouri","B08301_001",372,170,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"4601","295101164006","Block Group 6; Census Tract 1164; St. Louis city; Missouri","B08301_002",185,156,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"4602","295101164006","Block Group 6; Census Tract 1164; St. Louis city; Missouri","B08301_003",185,156,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"4603","295101164006","Block Group 6; Census Tract 1164; St. Louis city; Missouri","B08301_004",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"4604","295101164006","Block Group 6; Census Tract 1164; St. Louis city; Missouri","B08301_005",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4605","295101164006","Block Group 6; Census Tract 1164; St. Louis city; Missouri","B08301_006",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4606","295101164006","Block Group 6; Census Tract 1164; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4607","295101164006","Block Group 6; Census Tract 1164; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4608","295101164006","Block Group 6; Census Tract 1164; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4609","295101164006","Block Group 6; Census Tract 1164; St. Louis city; Missouri","B08301_010",109,90,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"4610","295101164006","Block Group 6; Census Tract 1164; St. Louis city; Missouri","B08301_011",97,87,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"4611","295101164006","Block Group 6; Census Tract 1164; St. Louis city; Missouri","B08301_012",12,19,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"4612","295101164006","Block Group 6; Census Tract 1164; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"4613","295101164006","Block Group 6; Census Tract 1164; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"4614","295101164006","Block Group 6; Census Tract 1164; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"4615","295101164006","Block Group 6; Census Tract 1164; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"4616","295101164006","Block Group 6; Census Tract 1164; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"4617","295101164006","Block Group 6; Census Tract 1164; St. Louis city; Missouri","B08301_018",0,12,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"4618","295101164006","Block Group 6; Census Tract 1164; St. Louis city; Missouri","B08301_019",0,12,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"4619","295101164006","Block Group 6; Census Tract 1164; St. Louis city; Missouri","B08301_020",41,45,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"4620","295101164006","Block Group 6; Census Tract 1164; St. Louis city; Missouri","B08301_021",37,39,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"4621","295101165001","Block Group 1; Census Tract 1165; St. Louis city; Missouri","B08301_001",857,207,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"4622","295101165001","Block Group 1; Census Tract 1165; St. Louis city; Missouri","B08301_002",660,186,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"4623","295101165001","Block Group 1; Census Tract 1165; St. Louis city; Missouri","B08301_003",562,165,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"4624","295101165001","Block Group 1; Census Tract 1165; St. Louis city; Missouri","B08301_004",98,100,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"4625","295101165001","Block Group 1; Census Tract 1165; St. Louis city; Missouri","B08301_005",98,100,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4626","295101165001","Block Group 1; Census Tract 1165; St. Louis city; Missouri","B08301_006",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4627","295101165001","Block Group 1; Census Tract 1165; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4628","295101165001","Block Group 1; Census Tract 1165; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4629","295101165001","Block Group 1; Census Tract 1165; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"4630","295101165001","Block Group 1; Census Tract 1165; St. Louis city; Missouri","B08301_010",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"4631","295101165001","Block Group 1; Census Tract 1165; St. Louis city; Missouri","B08301_011",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"4632","295101165001","Block Group 1; Census Tract 1165; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"4633","295101165001","Block Group 1; Census Tract 1165; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"4634","295101165001","Block Group 1; Census Tract 1165; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"4635","295101165001","Block Group 1; Census Tract 1165; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"4636","295101165001","Block Group 1; Census Tract 1165; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"4637","295101165001","Block Group 1; Census Tract 1165; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
