"","GEOID","location","name","estimate","moe","label","concept","geography"
"2067","295101074002","Block Group 2; Census Tract 1074; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2068","295101074002","Block Group 2; Census Tract 1074; St. Louis city; Missouri","B08301_010",35,31,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"2069","295101074002","Block Group 2; Census Tract 1074; St. Louis city; Missouri","B08301_011",35,31,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"2070","295101074002","Block Group 2; Census Tract 1074; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2071","295101074002","Block Group 2; Census Tract 1074; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2072","295101074002","Block Group 2; Census Tract 1074; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"2073","295101074002","Block Group 2; Census Tract 1074; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"2074","295101074002","Block Group 2; Census Tract 1074; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"2075","295101074002","Block Group 2; Census Tract 1074; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2076","295101074002","Block Group 2; Census Tract 1074; St. Louis city; Missouri","B08301_018",0,12,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2077","295101074002","Block Group 2; Census Tract 1074; St. Louis city; Missouri","B08301_019",0,12,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"2078","295101074002","Block Group 2; Census Tract 1074; St. Louis city; Missouri","B08301_020",0,12,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"2079","295101074002","Block Group 2; Census Tract 1074; St. Louis city; Missouri","B08301_021",0,12,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"2080","295101074003","Block Group 3; Census Tract 1074; St. Louis city; Missouri","B08301_001",162,82,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"2081","295101074003","Block Group 3; Census Tract 1074; St. Louis city; Missouri","B08301_002",150,83,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"2082","295101074003","Block Group 3; Census Tract 1074; St. Louis city; Missouri","B08301_003",135,85,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"2083","295101074003","Block Group 3; Census Tract 1074; St. Louis city; Missouri","B08301_004",15,21,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"2084","295101074003","Block Group 3; Census Tract 1074; St. Louis city; Missouri","B08301_005",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2085","295101074003","Block Group 3; Census Tract 1074; St. Louis city; Missouri","B08301_006",15,21,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2086","295101074003","Block Group 3; Census Tract 1074; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2087","295101074003","Block Group 3; Census Tract 1074; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2088","295101074003","Block Group 3; Census Tract 1074; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2089","295101074003","Block Group 3; Census Tract 1074; St. Louis city; Missouri","B08301_010",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"2090","295101074003","Block Group 3; Census Tract 1074; St. Louis city; Missouri","B08301_011",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"2091","295101074003","Block Group 3; Census Tract 1074; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2092","295101074003","Block Group 3; Census Tract 1074; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2093","295101074003","Block Group 3; Census Tract 1074; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"2094","295101074003","Block Group 3; Census Tract 1074; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"2095","295101074003","Block Group 3; Census Tract 1074; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"2096","295101074003","Block Group 3; Census Tract 1074; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2097","295101074003","Block Group 3; Census Tract 1074; St. Louis city; Missouri","B08301_018",0,12,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2098","295101074003","Block Group 3; Census Tract 1074; St. Louis city; Missouri","B08301_019",12,21,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"2099","295101074003","Block Group 3; Census Tract 1074; St. Louis city; Missouri","B08301_020",0,12,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"2100","295101074003","Block Group 3; Census Tract 1074; St. Louis city; Missouri","B08301_021",0,12,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"2101","295101075001","Block Group 1; Census Tract 1075; St. Louis city; Missouri","B08301_001",243,122,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"2102","295101075001","Block Group 1; Census Tract 1075; St. Louis city; Missouri","B08301_002",212,117,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"2103","295101075001","Block Group 1; Census Tract 1075; St. Louis city; Missouri","B08301_003",183,103,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"2104","295101075001","Block Group 1; Census Tract 1075; St. Louis city; Missouri","B08301_004",29,51,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"2105","295101075001","Block Group 1; Census Tract 1075; St. Louis city; Missouri","B08301_005",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2106","295101075001","Block Group 1; Census Tract 1075; St. Louis city; Missouri","B08301_006",29,51,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2107","295101075001","Block Group 1; Census Tract 1075; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2108","295101075001","Block Group 1; Census Tract 1075; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2109","295101075001","Block Group 1; Census Tract 1075; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2110","295101075001","Block Group 1; Census Tract 1075; St. Louis city; Missouri","B08301_010",31,36,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"2111","295101075001","Block Group 1; Census Tract 1075; St. Louis city; Missouri","B08301_011",31,36,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"2112","295101075001","Block Group 1; Census Tract 1075; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2113","295101075001","Block Group 1; Census Tract 1075; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2114","295101075001","Block Group 1; Census Tract 1075; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"2115","295101075001","Block Group 1; Census Tract 1075; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"2116","295101075001","Block Group 1; Census Tract 1075; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"2117","295101075001","Block Group 1; Census Tract 1075; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2118","295101075001","Block Group 1; Census Tract 1075; St. Louis city; Missouri","B08301_018",0,12,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2119","295101075001","Block Group 1; Census Tract 1075; St. Louis city; Missouri","B08301_019",0,12,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"2120","295101075001","Block Group 1; Census Tract 1075; St. Louis city; Missouri","B08301_020",0,12,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"2121","295101075001","Block Group 1; Census Tract 1075; St. Louis city; Missouri","B08301_021",0,12,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"2122","295101075002","Block Group 2; Census Tract 1075; St. Louis city; Missouri","B08301_001",61,58,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"2123","295101075002","Block Group 2; Census Tract 1075; St. Louis city; Missouri","B08301_002",61,58,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"2124","295101075002","Block Group 2; Census Tract 1075; St. Louis city; Missouri","B08301_003",61,58,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"2125","295101075002","Block Group 2; Census Tract 1075; St. Louis city; Missouri","B08301_004",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"2126","295101075002","Block Group 2; Census Tract 1075; St. Louis city; Missouri","B08301_005",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2127","295101075002","Block Group 2; Census Tract 1075; St. Louis city; Missouri","B08301_006",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2128","295101075002","Block Group 2; Census Tract 1075; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2129","295101075002","Block Group 2; Census Tract 1075; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2130","295101075002","Block Group 2; Census Tract 1075; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2131","295101075002","Block Group 2; Census Tract 1075; St. Louis city; Missouri","B08301_010",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"2132","295101075002","Block Group 2; Census Tract 1075; St. Louis city; Missouri","B08301_011",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"2133","295101075002","Block Group 2; Census Tract 1075; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2134","295101075002","Block Group 2; Census Tract 1075; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2135","295101075002","Block Group 2; Census Tract 1075; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"2136","295101075002","Block Group 2; Census Tract 1075; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"2137","295101075002","Block Group 2; Census Tract 1075; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"2138","295101075002","Block Group 2; Census Tract 1075; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2139","295101075002","Block Group 2; Census Tract 1075; St. Louis city; Missouri","B08301_018",0,12,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2140","295101075002","Block Group 2; Census Tract 1075; St. Louis city; Missouri","B08301_019",0,12,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"2141","295101075002","Block Group 2; Census Tract 1075; St. Louis city; Missouri","B08301_020",0,12,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"2142","295101075002","Block Group 2; Census Tract 1075; St. Louis city; Missouri","B08301_021",0,12,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"2143","295101075003","Block Group 3; Census Tract 1075; St. Louis city; Missouri","B08301_001",252,196,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"2144","295101075003","Block Group 3; Census Tract 1075; St. Louis city; Missouri","B08301_002",147,132,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"2145","295101075003","Block Group 3; Census Tract 1075; St. Louis city; Missouri","B08301_003",115,100,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"2146","295101075003","Block Group 3; Census Tract 1075; St. Louis city; Missouri","B08301_004",32,38,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"2147","295101075003","Block Group 3; Census Tract 1075; St. Louis city; Missouri","B08301_005",32,38,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2148","295101075003","Block Group 3; Census Tract 1075; St. Louis city; Missouri","B08301_006",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2149","295101075003","Block Group 3; Census Tract 1075; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2150","295101075003","Block Group 3; Census Tract 1075; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2151","295101075003","Block Group 3; Census Tract 1075; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2152","295101075003","Block Group 3; Census Tract 1075; St. Louis city; Missouri","B08301_010",105,142,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"2153","295101075003","Block Group 3; Census Tract 1075; St. Louis city; Missouri","B08301_011",105,142,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"2154","295101075003","Block Group 3; Census Tract 1075; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2155","295101075003","Block Group 3; Census Tract 1075; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2156","295101075003","Block Group 3; Census Tract 1075; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"2157","295101075003","Block Group 3; Census Tract 1075; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"2158","295101075003","Block Group 3; Census Tract 1075; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"2159","295101075003","Block Group 3; Census Tract 1075; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2160","295101075003","Block Group 3; Census Tract 1075; St. Louis city; Missouri","B08301_018",0,12,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2161","295101075003","Block Group 3; Census Tract 1075; St. Louis city; Missouri","B08301_019",0,12,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"2162","295101075003","Block Group 3; Census Tract 1075; St. Louis city; Missouri","B08301_020",0,12,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"2163","295101075003","Block Group 3; Census Tract 1075; St. Louis city; Missouri","B08301_021",0,12,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"2164","295101076001","Block Group 1; Census Tract 1076; St. Louis city; Missouri","B08301_001",240,127,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"2165","295101076001","Block Group 1; Census Tract 1076; St. Louis city; Missouri","B08301_002",225,120,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"2166","295101076001","Block Group 1; Census Tract 1076; St. Louis city; Missouri","B08301_003",225,120,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"2167","295101076001","Block Group 1; Census Tract 1076; St. Louis city; Missouri","B08301_004",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"2168","295101076001","Block Group 1; Census Tract 1076; St. Louis city; Missouri","B08301_005",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2169","295101076001","Block Group 1; Census Tract 1076; St. Louis city; Missouri","B08301_006",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2170","295101076001","Block Group 1; Census Tract 1076; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2171","295101076001","Block Group 1; Census Tract 1076; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2172","295101076001","Block Group 1; Census Tract 1076; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2173","295101076001","Block Group 1; Census Tract 1076; St. Louis city; Missouri","B08301_010",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"2174","295101076001","Block Group 1; Census Tract 1076; St. Louis city; Missouri","B08301_011",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"2175","295101076001","Block Group 1; Census Tract 1076; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2176","295101076001","Block Group 1; Census Tract 1076; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2177","295101076001","Block Group 1; Census Tract 1076; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"2178","295101076001","Block Group 1; Census Tract 1076; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"2179","295101076001","Block Group 1; Census Tract 1076; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"2180","295101076001","Block Group 1; Census Tract 1076; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2181","295101076001","Block Group 1; Census Tract 1076; St. Louis city; Missouri","B08301_018",0,12,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2182","295101076001","Block Group 1; Census Tract 1076; St. Louis city; Missouri","B08301_019",1,4,"Estimate!!Total:!!Walked","MEANS OF TRANSPORTATION TO WORK","block group"
"2183","295101076001","Block Group 1; Census Tract 1076; St. Louis city; Missouri","B08301_020",0,12,"Estimate!!Total:!!Other means","MEANS OF TRANSPORTATION TO WORK","block group"
"2184","295101076001","Block Group 1; Census Tract 1076; St. Louis city; Missouri","B08301_021",14,16,"Estimate!!Total:!!Worked from home","MEANS OF TRANSPORTATION TO WORK","block group"
"2185","295101076002","Block Group 2; Census Tract 1076; St. Louis city; Missouri","B08301_001",101,75,"Estimate!!Total:","MEANS OF TRANSPORTATION TO WORK","block group"
"2186","295101076002","Block Group 2; Census Tract 1076; St. Louis city; Missouri","B08301_002",72,58,"Estimate!!Total:!!Car, truck, or van:","MEANS OF TRANSPORTATION TO WORK","block group"
"2187","295101076002","Block Group 2; Census Tract 1076; St. Louis city; Missouri","B08301_003",54,41,"Estimate!!Total:!!Car, truck, or van:!!Drove alone","MEANS OF TRANSPORTATION TO WORK","block group"
"2188","295101076002","Block Group 2; Census Tract 1076; St. Louis city; Missouri","B08301_004",18,40,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:","MEANS OF TRANSPORTATION TO WORK","block group"
"2189","295101076002","Block Group 2; Census Tract 1076; St. Louis city; Missouri","B08301_005",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2190","295101076002","Block Group 2; Census Tract 1076; St. Louis city; Missouri","B08301_006",18,40,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2191","295101076002","Block Group 2; Census Tract 1076; St. Louis city; Missouri","B08301_007",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2192","295101076002","Block Group 2; Census Tract 1076; St. Louis city; Missouri","B08301_008",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2193","295101076002","Block Group 2; Census Tract 1076; St. Louis city; Missouri","B08301_009",0,12,"Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","MEANS OF TRANSPORTATION TO WORK","block group"
"2194","295101076002","Block Group 2; Census Tract 1076; St. Louis city; Missouri","B08301_010",11,18,"Estimate!!Total:!!Public transportation (excluding taxicab):","MEANS OF TRANSPORTATION TO WORK","block group"
"2195","295101076002","Block Group 2; Census Tract 1076; St. Louis city; Missouri","B08301_011",11,18,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","MEANS OF TRANSPORTATION TO WORK","block group"
"2196","295101076002","Block Group 2; Census Tract 1076; St. Louis city; Missouri","B08301_012",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2197","295101076002","Block Group 2; Census Tract 1076; St. Louis city; Missouri","B08301_013",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","MEANS OF TRANSPORTATION TO WORK","block group"
"2198","295101076002","Block Group 2; Census Tract 1076; St. Louis city; Missouri","B08301_014",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","MEANS OF TRANSPORTATION TO WORK","block group"
"2199","295101076002","Block Group 2; Census Tract 1076; St. Louis city; Missouri","B08301_015",0,12,"Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","MEANS OF TRANSPORTATION TO WORK","block group"
"2200","295101076002","Block Group 2; Census Tract 1076; St. Louis city; Missouri","B08301_016",0,12,"Estimate!!Total:!!Taxicab","MEANS OF TRANSPORTATION TO WORK","block group"
"2201","295101076002","Block Group 2; Census Tract 1076; St. Louis city; Missouri","B08301_017",0,12,"Estimate!!Total:!!Motorcycle","MEANS OF TRANSPORTATION TO WORK","block group"
"2202","295101076002","Block Group 2; Census Tract 1076; St. Louis city; Missouri","B08301_018",0,12,"Estimate!!Total:!!Bicycle","MEANS OF TRANSPORTATION TO WORK","block group"
